label,clean_message
0,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged ans holiday
0,thanks love torch bold
1,forwarded number please call number immediately urgent message waiting
0,farm open
0,sorry trouble u buy number dad number number number number big number small sat n sun thanx
0,sister law hope great month saying hey abiola
0,purchase stuff today mail po box number
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem
0,good good job like entrepreneurs
0,aight close still around alex place
0,meet corporation st outside gap see mind working
0,mum ask buy food home
0,k u also dont msg reply msg
0,much r willing pay
0,important prevent dehydration giving enough fluids
0,thats bit weird even supposed happening good idea sure pub
0,true dear sat pray evening felt sms time
0,think get away trek long family town sorry
0,wanna gym harri
0,quite late lar ard number anyway wun b drivin
1,review keep fantastic nokia n gage game deck club nokia go number url unsubscribe alerts reply word
1,number mths half price orange line rental latest camera phones number free phone number mths call mobilesdirect free number update number stoptxt cs
0,height confidence aeronautics professors wer calld amp wer askd number sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt number didnt move said made students
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
1,number number number pm cost number p
0,save stress person dorm account send account details money sent
0,also knows lunch menu da know
0,stuff sell tell
1,number urgent number nd attempt contact u u number call number b number csbcm number wc number n number xx callcost number ppm mobilesvary max number number
0,book lesson msg call work sth going get specs membership px number
1,guaranteed number cash number prize claim yr prize call customer service representative number number number pm
0,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime
0,oh send address
0,fine anytime best
0,wondar full flim
0,ya even cookies jelly
0,world running still maybe feeling admit mad correction let call life keep running world may u r also running lets run
0,got looks scrumptious daddy wants eat night long
0,cos lar ba dao ok number pm lor u never ask go ah said u would ask fri said u ask today
0,alright omw gotta change order half number th
0,exactly anyways far jide study visiting
0,dunno u ask
1,email alertfrom jeri stewartsize number kbsubject low cost prescripiton drvgsto listen email call number
0,spring coming early yay
0,lol feel bad use money take steak dinner
0,even u dont get trouble convincing tel twice tel neglect msgs dont c read dont reply
0,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh
0,one talking
0,thanks looking really appreciate
1,hi customer loyalty offer new nokia number mobile number txtauction txt word start number get number ctxt tc number p mtmsg
0,wish
0,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
0,yes glad made
0,well little time thing good times ahead
0,got room soon put clocks back til number shouted everyone get realised number wahay another hour bed
0,ok may free gym
0,men like shorter ladies gaze eyes
0,dunno jus say go lido time number
0,promise take good care princess run please send pics get chance ttyl
1,u subscribed best mobile content service uk number per number days send stop number helpline number
0,reason spoken year anyways great week best exam
0,monday next week give full gist
1,realize number years thousands old ladies running around tattoos
1,important customer service announcement premier
0,dont gimme lip caveboy
0,get library
0,realy sorry recognise number confused r u please
0,didnt holla
0,cant think anyone spare room top head
0,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas
0,u made appointment
0,call carlos phone vibrate acting might hear texts
1,romantic paris number nights number flights number book number next year call number ts cs apply
0,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
1,urgent ur number guaranteed award still unclaimed call number closingdate number number number claimcode number number number number pmmorefrommobile number bremoved mobypobox number ls number yf
0,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
0,wishing family merry x mas happy new year advance
1,ur awarded city break could win number summer shopping spree every wk txt store number skilgme tscs number winawk age number number number perwksub
0,nt goin got somethin unless meetin number dinner lor haha wonder go tis time
0,lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get
